,date,link,model,nb_replies,nb_views,title,user
1000,latest reply 2 months ago                             by i_rina,/thread/8162080,iphone_7_p,1 reply,38 views,11.1.1 ringer stopped working,asked by hefton
1001,latest reply 2 months ago                             by @amn,/thread/7717936,iphone_7_p,10 replies,"7,688 views",Iphone 7 plus camera blue dots,asked by MonsterFella
1002,latest reply 2 months ago                             by Justme114,/thread/7724308,iphone_7_p,6 replies,"3,204 views",iPhone 7 Plus - Voice over LTE audio issues,asked by mcnaugha2
1003,2 months ago,/thread/8161698,iphone_7_p,0 replies,29 views,iOS 11 not working on a 7plus with non-OEM replacement screen,asked by hgpilot2
1004,latest reply 2 months ago                             by rajvir@0327,/thread/7742446,iphone_7_p,3 replies,"3,314 views",iPhone 7 Plus (128GB) Camera and Flashlight Doesn't Work,asked by tansiqi
1005,latest reply 2 months ago                             by deggie,/thread/8158916,iphone_7_p,21 replies,143 views,iPhone 7 plus factory reset when home button doesn't work,asked by ajondyh
1006,latest reply 2 months ago                             by Allan Eckert,/thread/8158897,iphone_7_p,2 replies,643 views,Does an iPhone 7 purchased in USA have an international warranty valid in the india?,asked by nilongpatel
1007,latest reply 2 months ago                             by deggie,/thread/8091596,iphone_7_p,5 replies,"2,361 views",Bluetooth always connected on IOS 11.0.1,asked by I-View
1008,latest reply 2 months ago                             by ShinehahGnolaum,/thread/8157148,iphone_7_p,6 replies,101 views,What is that socket called where you insert your charge cable?,asked by ShinehahGnolaum
1009,latest reply 2 months ago                             by brenden dv,/thread/8158115,iphone_7_p,1 reply,51 views,Purchased ringtone not listed under sound settings even after restarting,asked by Sunitharao
1010,2 months ago,/thread/8158924,iphone_7_p,0 replies,32 views,youtube,asked by feridesarac
1011,latest reply 2 months ago                             by panchososa694,/thread/8158601,iphone_7_p,1 reply,92 views,Can not submit an online repair request.,asked by richardash
1012,latest reply 2 months ago                             by chetz4,/thread/8154407,iphone_7_p,5 replies,78 views,Is the replced handset will be brand new like what i got before,asked by chetz4
1013,latest reply 2 months ago                             by visberry,/thread/8156926,iphone_7_p,1 reply,197 views,Latest software update,asked by Koukla7364
1014,latest reply 2 months ago                             by ChrisJ4203,/thread/8156819,iphone_7_p,1 reply,121 views,only apple showing on the screen,asked by Belabaida
1015,latest reply 2 months ago                             by Sleepy_Gonzales,/thread/8078215,iphone_7_p,6 replies,105 views,iphone 7 Plus stereo speaker volume,asked by Kstud7
1016,latest reply 2 months ago                             by Sherlock440,/thread/8156168,iphone_7_p,1 reply,94 views,Handoff on iOS 11.1.1,asked by Sherlock440
1017,2 months ago,/thread/8156344,iphone_7_p,0 replies,61 views,Has anyone else’s iPone 7 Plus back camera suddenly stopped working after installing the update?,asked by ashdatplz
1018,latest reply 2 months ago                             by madra31,/thread/8156063,iphone_7_p,1 reply,287 views,Iphone 7 Plus apple logo stuck after IOS11.1.1,asked by omarwarab
1019,latest reply 2 months ago                             by Gus,/thread/8153914,iphone_7_p,1 reply,240 views,iphone 7plus home button not working,asked by kvngfhall
1020,latest reply 2 months ago                             by Gus,/thread/8155520,iphone_7_p,1 reply,26 views,Iphone won't turn on,asked by Followell
1021,latest reply 2 months ago                             by Evinantony,/thread/8058482,iphone_7_p,6 replies,255 views,made in india?!,asked by Shira449
1022,2 months ago,/thread/8154340,iphone_7_p,0 replies,51 views,My iPhone is running slow and lagging and dosent send me notifications while the iPhone is locked why did this new 11.1.1 mess my phone up for,asked by Hester2dj
1023,2 months ago,/thread/8154411,iphone_7_p,0 replies,46 views,iPhone 7 Plus making beeping sounds,asked by MarcinOC
1024,latest reply 2 months ago                             by ckuan,/thread/8151589,iphone_7_p,1 reply,290 views,Sim card locked,asked by Castro3186
1025,latest reply 2 months ago                             by Csound1,/thread/8153487,iphone_7_p,1 reply,18 views,2 active iphone(s) need to erase data on one,asked by Jorida
1026,2 months ago,/thread/8152873,iphone_7_p,0 replies,252 views,"Airpod ""double-tap"" feature stopped working after upgrade to iOS 11.1?",asked by pmg2
1027,latest reply 2 months ago                             by madra31,/thread/8152098,iphone_7_p,3 replies,134 views,iPhone 7 Plus Charging Port Loose,asked by benm697
1028,latest reply 2 months ago                             by brenden dv,/thread/8150650,iphone_7_p,1 reply,31 views,Messages crashing when tried to add music app,asked by iTanz
1029,latest reply 2 months ago                             by tobgay,/thread/8151746,iphone_7_p,4 replies,51 views,Restore issue.,asked by tobgay
1030,latest reply 2 months ago                             by KiltedTim,/thread/8151754,iphone_7_p,1 reply,34 views,How to off iPhone add... its really bad effect to use iPhone,asked by shamim.itunes
1031,2 months ago,/thread/8151625,iphone_7_p,0 replies,38 views,iOS 11 Bluetooth issues,asked by FelixSG
1032,latest reply 2 months ago                             by Michael Black,/thread/8149414,iphone_7_p,1 reply,207 views,New battery in reurbished phones?,asked by hjw2674r7
1033,latest reply 2 months ago                             by KiltedTim,/thread/8148248,iphone_7_p,8 replies,143 views,iphone 7plus Unlocked not working in India,asked by yuggu113
1034,latest reply 2 months ago                             by Chardy333,/thread/8150262,iphone_7_p,1 reply,31 views,iphone 7 plus - callers can't hear me,asked by Karlos790
1035,latest reply 2 months ago                             by metprez52,/thread/7878022,iphone_7_p,3 replies,"1,559 views",Issue with iphone 7 plus battery swell,asked by Reddy fromfremont
1036,latest reply 2 months ago                             by deggie,/thread/8149950,iphone_7_p,7 replies,68 views,"Can a Verizon iPhone 7 Plus be used with a French carrier, e.g. Orange Mobile?",asked by Lynnylgus
1037,latest reply 2 months ago                             by Kappy,/thread/8150532,iphone_7_p,1 reply,117 views,Why does every software update have so many bugs?,asked by Daddywank
1038,latest reply 2 months ago                             by deggie,/thread/8149558,iphone_7_p,7 replies,84 views,Serious Disappointment,asked by AlbertM.
1039,latest reply 2 months ago                             by welafever,/thread/8149511,iphone_7_p,1 reply,50 views,i keep receiving error 3014 as i try to update my iPhone from my mac using iTunes   my phone is not restored at all so can't use it,asked by sponepocket
1040,latest reply 2 months ago                             by HVE llc,/thread/7778759,iphone_7_p,8 replies,"38,133 views",iPhone 7 Plus Screen Unresponsive,asked by kristenlaura
1041,2 months ago,/thread/8149301,iphone_7_p,0 replies,44 views,Iphone 7 plus- receivers complain that I sound muffled during phone call or face time.,asked by niarafresh
1042,latest reply 2 months ago                             by lllaass,/thread/8148940,iphone_7_p,1 reply,24 views,iphone keep restarting from the newest update,asked by alrashed
1043,latest reply 2 months ago                             by 234432234245,/thread/7907841,iphone_7_p,172 replies,"27,821 views",Home Button unresponsive after 10.3 Update,asked by Gubbles
1044,latest reply 2 months ago                             by Rudegar,/thread/8145714,iphone_7_p,2 replies,233 views,Wi Fi and Bluetooth issues,asked by Macmanjv
1045,latest reply 2 months ago                             by stuartanderton,/thread/8141644,iphone_7_p,6 replies,102 views,Ios11 and missing keys from keyboard.,asked by Milto53
1046,latest reply 2 months ago                             by panchososa694,/thread/8145118,iphone_7_p,1 reply,81 views,Issues Accessing Internet,asked by Bonkd82
1047,latest reply 2 months ago                             by WinniePoohBear,/thread/8086340,iphone_7_p,5 replies,708 views,Emergency SOS crashes Settings on iOS 11 and 11.01,asked by JeffreyDJ
1048,latest reply 2 months ago                             by PHA39,/thread/8102329,iphone_7_p,2 replies,425 views,Apple Upgrade Program as a T-Mobile customer,asked by PHA39
1049,latest reply 3 months ago                             by Milto53,/thread/8141650,iphone_7_p,2 replies,65 views,App Store used to work in landscape mode.  Why did it go away?,asked by Milto53
1050,2 months ago,/thread/8145645,iphone_7_p,0 replies,9 views,Ringtones not working for contacts since update:(,asked by jean mariefrombrookfield
1051,latest reply 2 months ago                             by VipsVips,/thread/7669670,iphone_7_p,136 replies,"41,887 views",Iphone 7 and 7 plus's screen dimmer/yellowish than iphone 6 and 5s,asked by Wayira
1052,latest reply 2 months ago                             by ddougb,/thread/8145004,iphone_7_p,2 replies,33 views,Work around for APPS no longer in iTunes,asked by ddougb
1053,latest reply 2 months ago                             by Septembersleaf,/thread/8144970,iphone_7_p,1 reply,32 views,iPhone 7 plus won't restart after reset.,asked by iamMedic
1054,latest reply 2 months ago                             by Michael Black,/thread/8144105,iphone_7_p,2 replies,40 views,iPhone X Pre-order,asked by chrisfromcranfield
1055,2 months ago,/thread/8144074,iphone_7_p,0 replies,18 views,Green Lines on displayed images,asked by MacMhicheil
1056,latest reply 2 months ago                             by deggie,/thread/8141764,iphone_7_p,12 replies,127 views,T-Mobile LTE Connection in iOS 11.1,asked by cgres
1057,latest reply 2 months ago                             by sberman,/thread/7711218,iphone_7_p,1 reply,57 views,A1785 iPhone in Australia,asked by Bevano
1058,2 months ago,/thread/8143445,iphone_7_p,0 replies,56 views,NO CALLER ANNOUNCE ON IPHONE 7/ 11.1,asked by jojoguitar
1059,3 months ago,/thread/8143201,iphone_7_p,0 replies,8 views,No longer receiving text messages on Garmin Vivofit,asked by elysianyc
1060,latest reply 3 months ago                             by rbrylawski,/thread/8142895,iphone_7_p,1 reply,56 views,iOS 11.1 update issues,asked by 2XL_Middx
1061,latest reply 3 months ago                             by KiltedTim,/thread/8141977,iphone_7_p,1 reply,12 views,My Iphone says connect to iTunes but when I do it says unknown error occurred,asked by X-glizzy
1062,latest reply 3 months ago                             by abridge683,/thread/8140996,iphone_7_p,2 replies,43 views,How to reset app updates iOS 11,asked by abridge683
1063,latest reply 3 months ago                             by Ferd II,/thread/8001499,iphone_7_p,6 replies,200 views,My Appel ID blocked,asked by Nabeelmnsr
1064,3 months ago,/thread/8141102,iphone_7_p,0 replies,20 views,iPhone 7plus uneven shadow,asked by RahulBa
1065,latest reply 3 months ago                             by KiltedTim,/thread/8140610,iphone_7_p,6 replies,59 views,"If unauthorised modifications is installed on iPhone and if you crack it, can it be replaced by out of warranty, or is the phone out of luck?",asked by iOSAndroidRebel
1066,latest reply 3 months ago                             by hanhntb2710,/thread/8140309,iphone_7_p,2 replies,84 views,Headphone Jack Adapter doesn't work,asked by hanhntb2710
1067,3 months ago,/thread/8140467,iphone_7_p,0 replies,18 views,Issues with iMessage/Other Apps Notifications,asked by xonichelle
1068,latest reply 3 months ago                             by Driver8666,/thread/8139875,iphone_7_p,7 replies,78 views,Fake 7 Plus,asked by Brushrop03
1069,latest reply 3 months ago                             by Ricky@B,/thread/8139208,iphone_7_p,6 replies,51 views,iPhone there is missing hardware in,asked by omerevren06
1070,latest reply 3 months ago                             by micy,/thread/8138833,iphone_7_p,2 replies,34 views,ios11,asked by smile91
